account_id,customer_id,iban,product_id,branch_id,currency,status,opened_at,closed_at
ACC0001031,CUST000820,LU42K3K9TWN5QXB2A681,PR007,BR007,EUR,OPEN,2022-09-21T12:44:12+00:00,
ACC0001032,CUST000821,LU960BKC8AGKCKLEXTPC,PR001,BR007,EUR,OPEN,2025-12-12T09:11:20+00:00,
ACC0001033,CUST000822,LU20WMPNLAKPWECJXVWD,PR001,BR010,EUR,OPEN,2025-03-06T09:25:43+00:00,
ACC0001034,CUST000823,LU91COZ699SNMPMKSPZK,PR004,BR006,EUR,OPEN,2024-06-02T10:31:27+00:00,
ACC0001035,CUST000824,LU448OHIRRFKD2VZUIDH,PR003,BR001,EUR,OPEN,2024-09-14T10:44:15+00:00,
ACC0001036,CUST000825,LU39XRKEAYLRFN2VGILZ,PR008,BR007,EUR,CLOSED,2023-01-19T15:55:30+00:00,2024-01-11T18:57:08+00:00
ACC0001037,CUST000826,LU92ZI1R4UJ6ZQYGJB1H,PR004,BR002,EUR,OPEN,2023-03-23T08:55:41+00:00,
ACC0001038,CUST000827,LU208RUIRDMKGEWOVWAU,PR004,BR001,EUR,OPEN,2023-10-14T18:43:09+00:00,
ACC0001039,CUST000828,LU13TPD7253IQ3IXQIJF,PR004,BR003,EUR,OPEN,2021-06-14T07:03:08+00:00,
ACC0001040,CUST000829,LU69HLAT845C15YMNPK9,PR004,BR005,EUR,OPEN,2024-07-13T08:41:00+00:00,
ACC0001041,CUST000830,LU598S1RD7V6W77M8KU1,PR002,BR006,EUR,OPEN,2024-11-11T06:54:13+00:00,
ACC0001042,CUST000831,LU026RZ4IKXTNUXFZK9K,PR008,BR003,EUR,OPEN,2023-08-18T08:55:01+00:00,
ACC0001043,CUST000832,LU45ZKT2L90MQLAFKKPR,PR006,BR001,EUR,OPEN,2024-12-19T00:26:32+00:00,
ACC0001044,CUST000833,LU770ZK2CI0ZAQVDX1ML,PR003,BR010,EUR,OPEN,2024-06-19T20:34:12+00:00,
ACC0001045,CUST000834,LU78EDFOPXM8LIKT3FFO,PR005,BR001,EUR,OPEN,2022-11-07T15:58:29+00:00,
ACC0001046,CUST000835,LU67J35CUZRZH0D41IZS,PR001,BR001,EUR,OPEN,2022-03-05T11:30:57+00:00,
ACC0001047,CUST000836,LU293LMR1F21JOHNM0HA,PR006,BR001,EUR,OPEN,2024-06-03T09:31:20+00:00,
ACC0001048,CUST000837,LU38IMGYWRSHM3L34Y7X,PR005,BR005,EUR,OPEN,2022-12-22T06:30:44+00:00,
ACC0001049,CUST000838,LU26QSLCR1E4UVG692BF,PR007,BR001,EUR,OPEN,2022-10-04T07:58:17+00:00,
ACC0001050,CUST000839,LU89LCKS9O2TRRE5KORW,PR008,BR010,EUR,OPEN,2023-07-31T20:25:43+00:00,
ACC0001051,CUST000839,LU49Q2AKWS8XOYI09CR3,PR007,BR006,EUR,OPEN,2023-07-31T20:25:43+00:00,
ACC0001052,CUST000840,LU00VO6VU4RLFZRPUBCO,PR007,BR005,EUR,OPEN,2023-04-12T00:42:49+00:00,
ACC0001053,CUST000841,LU820GSO367QRN3DZYF8,PR002,BR005,EUR,CLOSED,2025-04-27T18:56:33+00:00,2025-04-27T18:56:33+00:00
ACC0001054,CUST000842,LU59IYOZ9EXTF7X7CDJ2,PR006,BR007,EUR,OPEN,2021-03-07T01:30:41+00:00,
ACC0001055,CUST000843,LU42C39YBSPX01CVCOP2,PR003,BR010,EUR,CLOSED,2022-11-21T17:58:23+00:00,2022-11-21T17:58:23+00:00
ACC0001056,CUST000844,LU5042NBZ4H9ILL004RF,PR007,BR010,EUR,OPEN,2021-05-26T09:42:11+00:00,
ACC0001057,CUST000845,LU276VCY4N0NTK664ZBU,PR008,BR009,EUR,OPEN,2024-12-09T13:03:17+00:00,
ACC0001058,CUST000846,LU73IIH3DQ91E8Z2B0ZN,PR006,BR001,EUR,OPEN,2026-01-05T19:14:33+00:00,
ACC0001059,CUST000847,LU73A4ML6F8K5H9J0UNO,PR001,BR002,EUR,OPEN,2022-10-09T09:17:54+00:00,
ACC0001060,CUST000848,LU39QKZSKBN8PFPUTBHS,PR008,BR001,EUR,OPEN,2025-10-21T21:29:26+00:00,
ACC0001061,CUST000849,LU76LEV82MAXQ7KRO96R,PR007,BR008,EUR,OPEN,2025-08-10T03:17:30+00:00,
ACC0001062,CUST000850,LU88E38H046AYYROHV7D,PR004,BR001,EUR,OPEN,2025-10-22T17:30:38+00:00,
ACC0001063,CUST000851,LU836FVAM2CH4DJ0TC2D,PR005,BR010,EUR,OPEN,2023-10-25T22:29:20+00:00,
ACC0001064,CUST000852,LU51J7K09LST7UBB3J76,PR001,BR009,EUR,OPEN,2025-05-06T21:25:43+00:00,
ACC0001065,CUST000853,LU59RFE08A1HYHK4ZZIA,PR006,BR010,EUR,OPEN,2023-08-06T17:08:18+00:00,
ACC0001066,CUST000854,LU58DL0MQRRNUYLQV75A,PR003,BR001,EUR,OPEN,2023-05-26T07:01:53+00:00,
ACC0001067,CUST000855,LU84XN0BFJO3XPAL9R2Z,PR001,BR005,EUR,OPEN,2022-12-06T08:27:19+00:00,
ACC0001068,CUST000856,LU57AISPYUITCWWO1Q6F,PR001,BR004,EUR,OPEN,2023-09-05T14:11:20+00:00,
ACC0001069,CUST000856,LU31ZR68JHW25P7XRZ0J,PR008,BR006,EUR,OPEN,2023-09-05T14:11:20+00:00,
ACC0001070,CUST000857,LU5970SEIXT5LIDQL7YL,PR003,BR004,EUR,CLOSED,2025-05-27T11:22:16+00:00,2025-08-13T18:34:08+00:00
ACC0001071,CUST000857,LU01Y0ZE30LMWYJ9PNU9,PR003,BR007,EUR,OPEN,2025-09-09T22:38:35+00:00,
ACC0001072,CUST000857,LU9052LX1ATHPQ7LD7QP,PR008,BR007,EUR,OPEN,2025-09-03T23:08:54+00:00,
ACC0001073,CUST000857,LU95MFJIZABAESTD3ZJE,PR002,BR006,EUR,OPEN,2024-12-01T13:53:16+00:00,
ACC0001074,CUST000858,LU93ENTHBN75UJ84IC81,PR005,BR004,EUR,CLOSED,2024-11-26T19:27:33+00:00,2024-12-10T14:37:39+00:00
ACC0001075,CUST000858,LU85ISAVJD7LOVOB511G,PR006,BR007,EUR,OPEN,2024-04-24T23:10:23+00:00,
ACC0001076,CUST000858,LU168CXZ8IAF4XPA200G,PR005,BR009,EUR,OPEN,2024-12-17T07:56:08+00:00,
ACC0001077,CUST000859,LU19SATPT5QHKUOEM4UZ,PR007,BR010,EUR,OPEN,2022-06-12T09:49:58+00:00,
ACC0001078,CUST000859,LU63MKE5WDO0FLCJVEM7,PR002,BR001,EUR,OPEN,2022-06-12T09:49:58+00:00,
ACC0001079,CUST000860,LU93LSTR2S9AR51B280I,PR004,BR008,EUR,OPEN,2024-08-25T16:56:19+00:00,
ACC0001080,CUST000861,LU600UEE4C9WF4PK8WFR,PR006,BR002,EUR,OPEN,2025-11-05T12:24:15+00:00,
ACC0001081,CUST000862,LU099W6AWW8FGU2QRZXP,PR004,BR005,EUR,OPEN,2024-02-18T05:23:10+00:00,
ACC0001082,CUST000863,LU60ADSAPATUTH8RBP8J,PR002,BR007,EUR,OPEN,2025-09-10T16:12:51+00:00,
ACC0001083,CUST000864,LU98KCP6X89ZRB288AJZ,PR001,BR004,EUR,OPEN,2024-12-30T14:11:31+00:00,
ACC0001084,CUST000865,LU55NNPV0IMDM3TQB66D,PR006,BR002,EUR,OPEN,2023-02-22T23:16:54+00:00,
ACC0001085,CUST000866,LU7794CKCHF8SOFFMJYY,PR007,BR008,EUR,OPEN,2022-01-29T07:57:41+00:00,
ACC0001086,CUST000867,LU71DVKZPLHHZCS3KJBU,PR006,BR009,EUR,OPEN,2025-04-20T23:44:28+00:00,
ACC0001087,CUST000868,LU34XRS4D8IMF2ESYEVP,PR008,BR001,EUR,OPEN,2023-11-28T15:28:42+00:00,
ACC0001088,CUST000869,LU52I0LPUYAXOAIYE8TB,PR007,BR008,EUR,OPEN,2024-07-30T13:09:14+00:00,
ACC0001089,CUST000870,LU66ZDVDZPCZZP1AXCI7,PR008,BR009,EUR,CLOSED,2021-07-01T10:30:11+00:00,2021-07-01T10:30:11+00:00
ACC0001090,CUST000871,LU798HANCHKDPBJXIBQV,PR002,BR007,EUR,OPEN,2021-12-31T23:17:44+00:00,
ACC0001091,CUST000871,LU723XOHLZCD81CI3W5S,PR003,BR004,EUR,OPEN,2021-12-31T23:17:44+00:00,
ACC0001092,CUST000872,LU959SSVO6FH9B9H9YWW,PR005,BR005,EUR,CLOSED,2022-11-28T14:37:11+00:00,2022-11-28T14:37:11+00:00
ACC0001093,CUST000873,LU51KKXJH55DU0YAP0G0,PR005,BR005,EUR,OPEN,2022-02-15T04:04:26+00:00,
ACC0001094,CUST000874,LU372J0ZBIMWEX6XBEXM,PR005,BR009,EUR,CLOSED,2021-12-29T17:02:48+00:00,2021-12-29T17:02:48+00:00
ACC0001095,CUST000874,LU92F15GU1DW72DXILQT,PR001,BR002,EUR,OPEN,2021-12-29T17:02:48+00:00,
ACC0001096,CUST000875,LU72QDYQXNGU3DU3HF78,PR004,BR010,EUR,OPEN,2023-07-14T17:21:42+00:00,
ACC0001097,CUST000876,LU49H9PMU5Q93Z9AX3DL,PR005,BR007,EUR,OPEN,2021-07-22T05:48:35+00:00,
ACC0001098,CUST000877,LU31AGLKBX15PNMJ4NIN,PR008,BR008,EUR,OPEN,2021-11-09T04:55:58+00:00,
ACC0001099,CUST000877,LU41PKZ3YLQK24PKO8VJ,PR007,BR005,EUR,CLOSED,2021-11-09T04:55:58+00:00,2021-11-09T04:55:58+00:00
ACC0001100,CUST000877,LU02GQAE1MOL7RSINT5E,PR001,BR003,EUR,OPEN,2021-11-09T04:55:58+00:00,
ACC0001101,CUST000878,LU61VUFVRVIYD2U1EM9O,PR003,BR010,EUR,OPEN,2024-11-30T19:21:09+00:00,
ACC0001102,CUST000879,LU27JL1JI5233NNE06CZ,PR001,BR007,EUR,OPEN,2025-08-30T02:54:40+00:00,
ACC0001103,CUST000880,LU56AN9XDPYCVUK6TISF,PR005,BR008,EUR,OPEN,2025-02-08T12:34:25+00:00,
ACC0001104,CUST000881,LU165RB14X6K130IXA1K,PR001,BR008,EUR,OPEN,2023-05-31T00:46:08+00:00,
ACC0001105,CUST000882,LU65WZQ0ES2RU5NG7N58,PR001,BR004,EUR,OPEN,2024-10-17T09:09:20+00:00,
ACC0001106,CUST000883,LU40ASNJ01SNIIOQYGIG,PR002,BR005,EUR,CLOSED,2025-03-12T18:16:39+00:00,2025-03-12T18:16:39+00:00
ACC0001107,CUST000884,LU71VOQBAEL21KIM7T5T,PR002,BR002,EUR,OPEN,2025-06-11T18:51:49+00:00,
ACC0001108,CUST000885,LU9565E667JIN2784DV8,PR003,BR006,EUR,OPEN,2023-06-02T18:53:13+00:00,
ACC0001109,CUST000886,LU49EMQXZT38RZBU612R,PR005,BR002,EUR,OPEN,2023-04-21T00:23:44+00:00,
ACC0001110,CUST000886,LU002JMZHD8DJ0FYZIAG,PR007,BR004,EUR,OPEN,2023-12-02T12:41:11+00:00,
ACC0001111,CUST000886,LU93260RV57ZUUW5WGLQ,PR007,BR006,EUR,OPEN,2023-03-27T11:15:01+00:00,
ACC0001112,CUST000887,LU43707ISDWE0YWQUGJL,PR005,BR001,EUR,CLOSED,2024-10-29T05:43:00+00:00,2024-10-29T05:43:00+00:00
ACC0001113,CUST000888,LU754SAJMM7081B6OU4C,PR005,BR005,EUR,OPEN,2022-01-29T09:21:14+00:00,
ACC0001114,CUST000888,LU52MCTRJN60DLCVD88O,PR002,BR008,EUR,OPEN,2021-11-14T12:47:36+00:00,
ACC0001115,CUST000889,LU74A1E455IRVJ9RHNXY,PR005,BR002,EUR,OPEN,2024-11-28T21:07:11+00:00,
ACC0001116,CUST000890,LU59NWY5T6AU5OQBV9CI,PR001,BR005,EUR,OPEN,2024-05-06T21:02:40+00:00,
ACC0001117,CUST000891,LU32RJCOFW7IV7RB3MTJ,PR007,BR001,EUR,OPEN,2021-06-26T03:48:11+00:00,
ACC0001118,CUST000892,LU60S813XXHTE61R7KMA,PR002,BR010,EUR,OPEN,2022-10-15T13:21:07+00:00,
ACC0001119,CUST000893,LU66Z6RG0KPOK1BX9YRK,PR003,BR010,EUR,OPEN,2024-05-24T09:31:37+00:00,
ACC0001120,CUST000894,LU24AYZLNFXF7F386JSJ,PR008,BR005,EUR,CLOSED,2025-06-19T11:21:15+00:00,2025-06-19T11:21:15+00:00
ACC0001121,CUST000895,LU70B0JPI3JO4H26BJKO,PR006,BR006,EUR,OPEN,2021-07-29T16:51:04+00:00,
ACC0001122,CUST000895,LU40R82D9R32UQE205UU,PR008,BR010,EUR,CLOSED,2021-07-29T16:51:04+00:00,2021-07-29T16:51:04+00:00
ACC0001123,CUST000896,LU95N36EWEU5D9TX6YKZ,PR002,BR009,EUR,OPEN,2021-05-22T12:41:39+00:00,
ACC0001124,CUST000897,LU560N7BJB4ZFJPZGLHB,PR004,BR009,EUR,OPEN,2024-07-30T03:22:49+00:00,
ACC0001125,CUST000897,LU7287YG6IB5AZYCHD3I,PR006,BR002,EUR,OPEN,2024-07-30T03:22:49+00:00,
ACC0001126,CUST000898,LU77OOR61T3CPUC05U36,PR003,BR010,EUR,OPEN,2025-11-06T06:37:33+00:00,
ACC0001127,CUST000899,LU57A52PGKNGUVVCU2CW,PR004,BR004,EUR,OPEN,2022-03-11T17:00:53+00:00,
ACC0001128,CUST000900,LU86O7RRQCTX68NGETET,PR002,BR009,EUR,OPEN,2025-02-03T10:25:08+00:00,
ACC0001129,CUST000901,LU82UDMZ82HUZ8EC2228,PR001,BR002,EUR,OPEN,2024-09-29T06:11:42+00:00,
ACC0001130,CUST000901,LU38RW16SQ04SBO11TBE,PR001,BR003,EUR,OPEN,2024-09-29T06:11:42+00:00,
ACC0001131,CUST000902,LU9756NHW5X2KJ2OG6Z9,PR003,BR010,EUR,OPEN,2024-02-23T13:01:07+00:00,
ACC0001132,CUST000903,LU11V9XTKOOLTFYXE9WQ,PR004,BR001,EUR,OPEN,2023-06-06T09:07:00+00:00,
ACC0001133,CUST000904,LU26TSY4QYLHWW8SF5RH,PR007,BR007,EUR,OPEN,2021-06-12T06:48:46+00:00,
ACC0001134,CUST000905,LU21E6GZ9ESGOTR4YDQ9,PR008,BR001,EUR,CLOSED,2021-10-21T09:19:46+00:00,2021-10-21T09:19:46+00:00
ACC0001135,CUST000906,LU75I8ZSPMBJ1WBYLH9M,PR008,BR008,EUR,CLOSED,2025-08-12T15:00:54+00:00,2025-08-15T17:50:57+00:00
ACC0001136,CUST000907,LU48001EAIUZPRLCIIIO,PR008,BR008,EUR,OPEN,2021-10-15T05:36:03+00:00,
ACC0001137,CUST000908,LU549O05WBG42EUJTRZH,PR001,BR002,EUR,OPEN,2024-01-18T00:03:02+00:00,
ACC0001138,CUST000909,LU99WE3TZX1TIYDH9YP5,PR001,BR010,EUR,OPEN,2023-12-11T14:51:57+00:00,
ACC0001139,CUST000910,LU96WYVWKL52YQFTCBN9,PR007,BR004,EUR,OPEN,2023-12-29T15:16:24+00:00,
ACC0001140,CUST000911,LU34SQ9Z4JL88OAT4POE,PR003,BR006,EUR,CLOSED,2021-07-25T00:26:55+00:00,2021-07-25T00:26:55+00:00
ACC0001141,CUST000912,LU89FX4SMJWFHQ3773UN,PR006,BR005,EUR,OPEN,2021-10-28T23:47:44+00:00,
ACC0001142,CUST000913,LU36P2511G6MD7X6DDG8,PR001,BR005,EUR,OPEN,2023-07-07T14:10:38+00:00,
ACC0001143,CUST000914,LU10UFEQO1480KGA59E9,PR004,BR002,EUR,OPEN,2022-05-30T04:52:45+00:00,
ACC0001144,CUST000915,LU401TIV3D09AJ1MPEXQ,PR001,BR010,EUR,OPEN,2025-04-01T05:32:12+00:00,
ACC0001145,CUST000916,LU24DL61VVBUIKSGGSJB,PR004,BR001,EUR,CLOSED,2024-02-26T12:59:36+00:00,2024-07-18T23:47:36+00:00
ACC0001146,CUST000917,LU32UJBGZ1PN7JIIIRCC,PR008,BR001,EUR,OPEN,2022-07-19T08:56:07+00:00,
ACC0001147,CUST000918,LU22DXYIBGCEHNQ8TNOG,PR004,BR010,EUR,OPEN,2022-02-10T00:33:29+00:00,
ACC0001148,CUST000918,LU66YHNKPQV0SVINTL6Z,PR004,BR004,EUR,OPEN,2022-02-10T00:33:29+00:00,
ACC0001149,CUST000918,LU00LQ611MRLDWP134PR,PR005,BR005,EUR,OPEN,2022-02-10T00:33:29+00:00,
ACC0001150,CUST000918,LU45ZFVLYZXVER5YKXP6,PR006,BR003,EUR,OPEN,2022-02-10T00:33:29+00:00,
ACC0001151,CUST000919,LU47OPZXKS2RZ1UOVN90,PR007,BR007,EUR,CLOSED,2025-08-27T03:01:21+00:00,2025-08-27T03:01:21+00:00
ACC0001152,CUST000920,LU90Y5JTGV4FK30M9OUR,PR006,BR004,EUR,OPEN,2024-10-27T07:31:57+00:00,
ACC0001153,CUST000921,LU54PB0GZ8JS4P8E0GWO,PR005,BR007,EUR,OPEN,2025-08-20T01:57:07+00:00,
ACC0001154,CUST000922,LU65M3FBPB5N4IYD4KAG,PR002,BR002,EUR,OPEN,2024-10-18T03:40:48+00:00,
ACC0001155,CUST000923,LU17YRNHIHSZMT2ZLURJ,PR007,BR008,EUR,OPEN,2021-12-16T23:26:23+00:00,
ACC0001156,CUST000924,LU51NMG3ITANZQ6FHL0Y,PR003,BR007,EUR,OPEN,2022-10-13T06:06:13+00:00,
ACC0001157,CUST000925,LU86B09ONVOHCGYGKWBH,PR008,BR002,EUR,OPEN,2021-04-12T02:15:49+00:00,
ACC0001158,CUST000926,LU04FMOORRN404NR8GSC,PR004,BR010,EUR,OPEN,2023-07-27T16:43:52+00:00,
ACC0001159,CUST000927,LU555NCEQ8FGZASFBDTK,PR005,BR002,EUR,OPEN,2023-03-26T17:23:14+00:00,
ACC0001160,CUST000927,LU530HZ8CECPSJHMQ6VT,PR001,BR003,EUR,OPEN,2025-03-22T01:18:22+00:00,
ACC0001161,CUST000928,LU091D4G5GN8YDFU4GF5,PR003,BR001,EUR,OPEN,2024-04-27T16:53:03+00:00,
ACC0001162,CUST000929,LU02IT3AK79FSFHI83TU,PR003,BR002,EUR,OPEN,2023-04-12T17:28:24+00:00,
ACC0001163,CUST000930,LU5546X5YS1MEP9FC5TH,PR008,BR002,EUR,OPEN,2024-10-07T06:00:20+00:00,
ACC0001164,CUST000931,LU82JHWSDEPFVNVD01LY,PR007,BR002,EUR,OPEN,2024-05-18T22:57:14+00:00,
ACC0001165,CUST000932,LU41L5TEAIXS5E38R77W,PR005,BR006,EUR,OPEN,2025-05-25T02:24:23+00:00,
ACC0001166,CUST000933,LU76ODBXGV12WZNXX6SJ,PR005,BR009,EUR,OPEN,2025-10-19T00:11:34+00:00,
ACC0001167,CUST000934,LU49ZIXZXBQYA4BCFSRH,PR003,BR008,EUR,OPEN,2021-06-02T22:48:29+00:00,
ACC0001168,CUST000934,LU53LQC62GAA008DRG5I,PR004,BR001,EUR,OPEN,2021-06-02T22:48:29+00:00,
ACC0001169,CUST000935,LU64HHWKIOJ9JLL9JSA8,PR001,BR008,EUR,OPEN,2022-05-23T02:46:13+00:00,
ACC0001170,CUST000936,LU77TCARFC9R2HOXGHPW,PR006,BR003,EUR,OPEN,2023-12-09T13:58:07+00:00,
ACC0001171,CUST000937,LU56JK7IA1SHX59C37PB,PR006,BR004,EUR,OPEN,2021-09-20T10:24:10+00:00,
ACC0001172,CUST000938,LU13SVPTEVI6GQS4903S,PR001,BR002,EUR,OPEN,2024-03-05T18:16:53+00:00,
ACC0001173,CUST000939,LU8269OBYOW59BO39HJG,PR003,BR009,EUR,OPEN,2025-09-06T04:51:52+00:00,
ACC0001174,CUST000940,LU51AUV9UW5XTB8RLA01,PR008,BR005,EUR,OPEN,2025-11-03T08:04:46+00:00,
ACC0001175,CUST000941,LU6681AYEDYV03PO2RX2,PR001,BR005,EUR,OPEN,2022-01-12T08:35:30+00:00,
ACC0001176,CUST000942,LU53FO09ET9DIWOB6RM4,PR002,BR007,EUR,OPEN,2022-04-25T10:17:39+00:00,
ACC0001177,CUST000942,LU50SRT35LUA8SLPJQLN,PR007,BR010,EUR,OPEN,2022-04-25T10:17:39+00:00,
ACC0001178,CUST000943,LU39HVVPZGU8VU3SBYL5,PR001,BR001,EUR,CLOSED,2025-09-21T01:52:23+00:00,2025-09-21T01:52:23+00:00
ACC0001179,CUST000944,LU472DPNOJVSWLOFU8I7,PR007,BR001,EUR,OPEN,2021-08-07T19:06:51+00:00,
ACC0001180,CUST000945,LU171ZLF2KG5SKIIBTF0,PR001,BR005,EUR,OPEN,2025-07-28T22:01:08+00:00,
ACC0001181,CUST000946,LU75LZYN4AZOIWCNHOK6,PR003,BR002,EUR,OPEN,2023-03-15T09:01:02+00:00,
ACC0001182,CUST000947,LU53GDGPPNXO55FDADBL,PR006,BR001,EUR,OPEN,2021-07-06T22:36:48+00:00,
ACC0001183,CUST000948,LU23VYR5E6XWTA2JOASW,PR006,BR007,EUR,OPEN,2023-10-16T19:35:40+00:00,
ACC0001184,CUST000949,LU83338ESVYS2SP2AHSW,PR004,BR003,EUR,CLOSED,2022-01-11T00:01:13+00:00,2022-01-11T00:01:13+00:00
ACC0001185,CUST000950,LU5401VDWL40EIBK9FU4,PR002,BR002,EUR,OPEN,2024-09-30T20:01:18+00:00,
ACC0001186,CUST000951,LU31EHZ492BY41NVPIJM,PR007,BR002,EUR,OPEN,2026-01-09T02:36:15+00:00,
ACC0001187,CUST000952,LU09IY7S6X0O5FFSJTMB,PR002,BR009,EUR,OPEN,2022-08-07T12:35:08+00:00,
ACC0001188,CUST000953,LU318JPENJQ1W6YYNI48,PR004,BR008,EUR,OPEN,2025-10-31T00:27:45+00:00,
ACC0001189,CUST000954,LU630VEVN7ICGGRBYWK1,PR002,BR008,EUR,OPEN,2024-05-03T03:15:25+00:00,
ACC0001190,CUST000955,LU28XEJ5LRUWOP5XZUY4,PR003,BR007,EUR,OPEN,2023-10-11T01:23:14+00:00,
ACC0001191,CUST000956,LU751KKRSXHBT0IUA0I0,PR005,BR009,EUR,OPEN,2025-03-04T13:27:13+00:00,
ACC0001192,CUST000956,LU18D0I205LOUB2NQRIE,PR006,BR007,EUR,OPEN,2025-03-04T13:27:13+00:00,
ACC0001193,CUST000956,LU84XALJMS539ASW53IX,PR003,BR010,EUR,OPEN,2025-03-04T13:27:13+00:00,
ACC0001194,CUST000957,LU837IFS29JPM2JDRUEZ,PR005,BR001,EUR,CLOSED,2025-02-09T22:32:39+00:00,2025-05-10T07:57:39+00:00
ACC0001195,CUST000958,LU80OI71MAHEIJBD7S6R,PR008,BR001,EUR,OPEN,2021-11-15T02:43:37+00:00,
ACC0001196,CUST000959,LU96N12YB6K8Z5FNYAVQ,PR005,BR009,EUR,OPEN,2022-10-03T20:42:22+00:00,
ACC0001197,CUST000960,LU53RDHMJQXFNXDAEGVS,PR005,BR007,EUR,CLOSED,2025-09-18T12:02:31+00:00,2025-09-18T12:02:31+00:00
ACC0001198,CUST000961,LU06N76CSQEDSDRPEWZY,PR008,BR006,EUR,OPEN,2022-10-09T12:07:35+00:00,
ACC0001199,CUST000962,LU247GR6N4T3UW6DMCAG,PR006,BR002,EUR,OPEN,2021-06-28T14:19:25+00:00,
ACC0001200,CUST000962,LU57H529QCFCJ3GZ79N4,PR007,BR009,EUR,OPEN,2021-06-28T14:19:25+00:00,
ACC0001201,CUST000963,LU49171HF4Y2W7MMK0E4,PR007,BR002,EUR,OPEN,2024-12-23T12:31:40+00:00,
ACC0001202,CUST000964,LU68NXMQW8EW1U2J8XPX,PR006,BR001,EUR,OPEN,2025-04-01T16:11:25+00:00,
ACC0001203,CUST000964,LU49ZJG34V9CEV8R1195,PR004,BR004,EUR,OPEN,2025-04-01T16:11:25+00:00,
ACC0001204,CUST000965,LU26K3L4Y19OQUEXDKUI,PR004,BR001,EUR,CLOSED,2023-11-24T09:38:55+00:00,2023-11-24T09:38:55+00:00
ACC0001205,CUST000966,LU0083MA84IA3O9K4443,PR006,BR005,EUR,CLOSED,2023-01-23T08:03:11+00:00,2023-01-23T08:03:11+00:00
ACC0001206,CUST000966,LU1646YMADA2FJEDJRJM,PR002,BR002,EUR,OPEN,2023-01-23T08:03:11+00:00,
ACC0001207,CUST000967,LU06W424G1H4GYX1WZZ3,PR005,BR008,EUR,OPEN,2021-10-01T02:09:51+00:00,
ACC0001208,CUST000968,LU30MSRBBXJKSIYXM3ML,PR001,BR010,EUR,OPEN,2024-12-29T05:58:11+00:00,
ACC0001209,CUST000969,LU31A3BXS4P0DHV5HFVC,PR002,BR010,EUR,OPEN,2023-06-02T13:16:23+00:00,
ACC0001210,CUST000970,LU190AB6CIZW9NQ3V39N,PR002,BR001,EUR,OPEN,2022-03-20T15:04:40+00:00,
ACC0001211,CUST000971,LU455FLGSZ4FQYP60YSP,PR005,BR009,EUR,OPEN,2024-08-02T02:23:22+00:00,
ACC0001212,CUST000972,LU63I01XJ7JTZ8VQK5IS,PR001,BR004,EUR,OPEN,2021-11-10T07:23:05+00:00,
ACC0001213,CUST000972,LU94JB8ZDFTYBUFB9VRN,PR001,BR001,EUR,OPEN,2021-11-10T07:23:05+00:00,
ACC0001214,CUST000973,LU25DMPU0NYMAFDDCD7P,PR008,BR002,EUR,OPEN,2025-01-22T09:29:43+00:00,
ACC0001215,CUST000973,LU93AT8CL7OVREV8LDOD,PR002,BR009,EUR,OPEN,2025-01-22T09:29:43+00:00,
ACC0001216,CUST000974,LU310ZK8B6FII17EWT3Q,PR004,BR008,EUR,OPEN,2024-10-15T16:02:49+00:00,
ACC0001217,CUST000974,LU28EFCW9NPA15M26SIG,PR008,BR001,EUR,OPEN,2024-06-29T10:19:12+00:00,
ACC0001218,CUST000975,LU77O40WBGZ514G654ZI,PR002,BR005,EUR,OPEN,2022-08-27T20:22:51+00:00,
ACC0001219,CUST000976,LU67WBFZK3ZLKL111266,PR004,BR007,EUR,OPEN,2021-12-16T02:44:30+00:00,
ACC0001220,CUST000977,LU41KL98A3SPU8GIUV44,PR004,BR008,EUR,CLOSED,2022-12-23T23:08:00+00:00,2022-12-23T23:08:00+00:00
ACC0001221,CUST000978,LU039M9X8BUBESH2GYV4,PR007,BR006,EUR,OPEN,2023-09-19T17:39:22+00:00,
ACC0001222,CUST000979,LU17WZWF882FHT71CDXC,PR004,BR010,EUR,OPEN,2024-12-28T18:46:45+00:00,
ACC0001223,CUST000980,LU81L7295W3DOBJMBHGJ,PR003,BR005,EUR,OPEN,2024-04-10T11:56:33+00:00,
ACC0001224,CUST000981,LU045RKBZWJLKOM0NH9B,PR001,BR002,EUR,OPEN,2023-12-15T22:40:19+00:00,
ACC0001225,CUST000982,LU02IQLY1IQ2XP4SBU5F,PR001,BR001,EUR,OPEN,2025-09-26T22:17:04+00:00,
ACC0001226,CUST000983,LU76X05QDY85NXTQXOQV,PR005,BR005,EUR,OPEN,2021-08-03T22:26:45+00:00,
ACC0001227,CUST000983,LU7080W6MR6MS9OW91K0,PR002,BR005,EUR,OPEN,2021-08-03T22:26:45+00:00,
ACC0001228,CUST000984,LU66UPJB34X74A6SPK09,PR004,BR007,EUR,OPEN,2025-01-30T10:36:59+00:00,
ACC0001229,CUST000984,LU931V8CWBTUDXCL8RZ3,PR004,BR005,EUR,OPEN,2025-01-30T10:36:59+00:00,
ACC0001230,CUST000985,LU22MC32O5JURWAP9BE0,PR001,BR001,EUR,OPEN,2025-12-03T23:17:29+00:00,
ACC0001231,CUST000986,LU88ATVBL9GTNVOEI3QO,PR006,BR002,EUR,CLOSED,2025-07-27T21:12:24+00:00,2025-08-22T15:25:29+00:00
